store_key,store_id,store_name,province_id,province_name
1,14362,BHX_HCM_BTA - 50 Trương Phước Phan,1027,Thành phố Hồ Chí Minh
2,5978,BHX_HGI_CTA - Thửa 1224 Tân Phú Thạnh,1032,Thành phố Cần Thơ
3,14574,BHX_TTH_HUE - 11 Đặng Tất,1019,Thành phố Huế
4,14564,BHX_STR_VCH - Lạc Hoà,1032,Thành phố Cần Thơ
5,6966,BHX_BRV_XMO - 315/12 Phú Bình (Hòa Hiệp),1027,Thành phố Hồ Chí Minh
6,15689,BHX_HCM_BHI - Ni Sư Huỳnh Liên,1027,Thành phố Hồ Chí Minh
7,4659,BHX_BTR_TPH - Thửa 66 An Hội A (Chợ Giồng Ớt),1030,Tỉnh Vĩnh Long
8,14717,BHX_KGI_GRI - Ngọc Hoà,1031,Tỉnh An Giang
9,8363,BHX_STR_CLD - Thửa 1289 An Nghiệp,1032,Thành phố Cần Thơ
10,29793,BHX_QTR_LNI - TT. Nông Trường Lệ Ninh,1018,Tỉnh Quảng Trị
11,30058,BHX_AGI_PTA - Chu Văn An,1031,Tỉnh An Giang
12,6189,BHX_HCM_TDU - 418 Quốc Lộ 13,1027,Thành phố Hồ Chí Minh
13,4993,BHX_BRV_VTA - 5 Nguyễn Hữu Cảnh,1027,Thành phố Hồ Chí Minh
14,15708,BHX_NAN_TVI - Trường Vinh,1016,Tỉnh Nghệ An
15,30247,BHX_HCM_TMT - 79 Võ Oanh,1027,Thành phố Hồ Chí Minh
16,10354,BHX_LAN_DHU - Mỹ Thạnh Bắc,1028,Tỉnh Tây Ninh
17,4658,BHX_TNI_HTH - Thửa 01 Long Thời,1028,Tỉnh Tây Ninh
18,5680,BHX_KHH_VNI - Tân Phước Tây (Chợ Tu Bông),1023,Tỉnh Khánh Hòa
19,15743,BHX_HCM_BLT - 399 Phan Văn Trị,1027,Thành phố Hồ Chí Minh
20,13460,BHX_BTR_CTH - Kho Bến Tre (HUB),1030,Tỉnh Vĩnh Long
21,15072,BHX_THO_QXU - Kho Thanh Hóa (HUB),1015,Tỉnh Thanh Hóa
22,15633,BHX_HUE_THO - 87-89 Nguyễn Sinh Cung,1019,Thành phố Huế
23,30026,BHX_HCM_VTA - đường DB4,1027,Thành phố Hồ Chí Minh
24,29923,BHX_HCM_HLO - A2/3 Hưng Long,1027,Thành phố Hồ Chí Minh
25,7917,BHX_TGI_CBE - Thái Hòa (An Thái Đông),1029,Tỉnh Đồng Tháp
26,4705,BHX_VLO_TBI - Tổ 11 Mỹ Phú,1030,Tỉnh Vĩnh Long
27,5298,BHX_KHH_NTR - Thửa 690 Vĩnh Ngọc,1023,Tỉnh Khánh Hòa
28,28657,BHX_HCM_PLA - 178G Tân Hoà Đông,1027,Thành phố Hồ Chí Minh
29,28673,BHX_DNA_DBT - Điện Bàn Tây,1020,Thành phố Đà Nẵng
30,4778,BHX_LAN_TAN - Thửa 76 Phường 4,1028,Tỉnh Tây Ninh
31,7817,BHX_LDO_DHU - 276 Lê Lợi,1025,Tỉnh Lâm Đồng
32,5226,BHX_CTH_NKI - Thửa 573 Nguyễn Tri Phương,1032,Thành phố Cần Thơ
33,4665,BHX_LAN_THO - Thửa 35 Thạnh Hóa,1028,Tỉnh Tây Ninh
34,4897,BHX_VLO_VLI - Thửa 884 Phú Cường,1030,Tỉnh Vĩnh Long
35,4341,BHX_BTR_CLA - Thửa 2 Đường QL57 (Chợ Lách),1030,Tỉnh Vĩnh Long
36,4928,BHX_BDU_TDM - Thửa 227 Phú Cường,1027,Thành phố Hồ Chí Minh
37,8896,BHX_HCM_BCH - 1A/94 Vĩnh Lộc,1027,Thành phố Hồ Chí Minh
38,4685,BHX_AGI_CMO - Lê Lợi,1031,Tỉnh An Giang
39,3768,BHX_HCM_Q12 - 1/44A1 Nguyễn Văn Quá,1027,Thành phố Hồ Chí Minh
40,7335,BHX_HCM_PNH - 223 Nguyễn Trọng Tuyển,1027,Thành phố Hồ Chí Minh
41,13651,BHX_DON_BHO - Kho Lạnh Trần Đại Nghĩa (HUB),1026,Tỉnh Đồng Nai
42,14768,BHX_QTR_CLO - TT Cam Lộ,1018,Tỉnh Quảng Trị
43,6114,BHX_DLA_KPA - 501 Giải Phóng,1024,Tỉnh Đắk Lắk
44,28841,BHX_NBI_PLY - Phủ Lý,1014,Tỉnh Ninh Bình
45,6747,BHX_HCM_TDU - 443 Kha Vạn Cân,1027,Thành phố Hồ Chí Minh
46,5067,BHX_DON_BHO - 116A Phan Đình Phùng,1026,Tỉnh Đồng Nai
47,6403,BHX_HCM_BTA - 172 Đường Số 8,1027,Thành phố Hồ Chí Minh
48,14587,BHX_THO_NSO - Nguyễn Bá Ngọc,1015,Tỉnh Thanh Hóa
49,4075,BHX_HCM_PNH - 2C-2D Phùng Văn Cung,1027,Thành phố Hồ Chí Minh
50,14169,BHX_QNA_NTH - Tam Quang,1020,Thành phố Đà Nẵng
51,4385,BHX_CTH_BTH - Thửa 141 Nguyễn Chí Thanh (KCN Trà Nóc),1032,Thành phố Cần Thơ
52,3712,BHX_HCM_TDU - 42 Lê Văn Chí,1027,Thành phố Hồ Chí Minh
53,4461,BHX_BDU_TAN - 13C/1F Đồng An 2,1027,Thành phố Hồ Chí Minh
54,14984,BHX_KGI_THI - Thạnh Đông A,1031,Tỉnh An Giang
55,8210,BHX_LDO_LHA - Thửa 368 Đinh Văn,1025,Tỉnh Lâm Đồng
56,28271,BHX_TNI_MYE - Mỹ Yên,1028,Tỉnh Tây Ninh
57,4288,BHX_HCM_TDU - 87 Man Thiện,1027,Thành phố Hồ Chí Minh
58,8576,BHX_HCM_BTA - 331 Lê Văn Quới,1027,Thành phố Hồ Chí Minh
59,8924,BHX_KGI_RGI - 04 Nguyễn Chí Thanh,1031,Tỉnh An Giang
60,5486,BHX_TGI_CTH - Ấp Tân Phú 1 (Tân Lý Đông),1029,Tỉnh Đồng Tháp
61,9287,BHX_HCM_BCH - F1/1 Lê Minh Xuân,1027,Thành phố Hồ Chí Minh
62,4250,BHX_BTR_BTR - Thửa 213 Đoàn Hoàng Minh,1030,Tỉnh Vĩnh Long
63,6026,BHX_KGI_RGI - 1066 Nguyễn Trung Trực,1031,Tỉnh An Giang
64,3590,BHX_HCM_GVA - 288 Phan Huy Ích,1027,Thành phố Hồ Chí Minh
65,28634,BHX_CTH_ABI - Nguyễn Văn Trường,1032,Thành phố Cần Thơ
66,14767,BHX_QTR_HLA - TT Hải Lăng,1018,Tỉnh Quảng Trị
67,6259,BHX_TNI_DMC - Phước Lộc (Phước Minh),1028,Tỉnh Tây Ninh
68,6877,BHX_LAN_KTU - Khu Phố 1 (Phường 3),1028,Tỉnh Tây Ninh
69,28675,BHX_VLO_HMI - Hòa Minh,1030,Tỉnh Vĩnh Long
70,6148,BHX_DLA_BMT - 385 Võ Văn Kiệt,1024,Tỉnh Đắk Lắk
71,10520,BHX_BTR_BTR - Phú Nhuận,1030,Tỉnh Vĩnh Long
72,4320,BHX_TGI_GCO - Thửa 01 và 03 Thuận An,1029,Tỉnh Đồng Tháp
73,5056,BHX_HCM_GVA - 91/2 Đường Số 1,1027,Thành phố Hồ Chí Minh
74,15111,BHX_HCM_BCH - C9/17A Dương Đình Cúc,1027,Thành phố Hồ Chí Minh
75,28564,BHX_HYE_TLA - Lý Thường Kiệt,1013,Tỉnh Hưng Yên
76,28159,BHX_NAN_TVI - Lý Thường Kiệt,1016,Tỉnh Nghệ An
77,3990,BHX_BDU_TDM - Thửa 2051 An Mỹ,1027,Thành phố Hồ Chí Minh
78,8656,BHX_HCM_Q07 - 27 Đường Số 19,1027,Thành phố Hồ Chí Minh
79,5759,BHX_AGI_TCH - Nguyễn Văn Linh,1031,Tỉnh An Giang
80,2236,BHX_HCM_BTA - 66/18 Bình Thành,1027,Thành phố Hồ Chí Minh
81,14170,BHX_QNG_BSO - Châu Ổ,1021,Tỉnh Quảng Ngãi
82,6025,BHX_KGI_RGI - 335 Lâm Quang Ky,1031,Tỉnh An Giang
83,14965,BHX_NAN_TKY - Tân Kỳ,1016,Tỉnh Nghệ An
84,14364,BHX_PYE_SHO - Củng Sơn,1024,Tỉnh Đắk Lắk
85,6057,BHX_KGI_RGI - 219 Nguyễn Bỉnh Khiêm,1031,Tỉnh An Giang
86,15522,BHX_BTH_LGI - Võ Thị Sáu,1025,Tỉnh Lâm Đồng
87,10109,BHX_HCM_TDU - 81A Đường 339,1027,Thành phố Hồ Chí Minh
88,14771,BHX_QNA_TKY - 44 Lê Lợi,1020,Thành phố Đà Nẵng
89,8105,BHX_HCM_NBE - Thửa 1886 Phước Kiển,1027,Thành phố Hồ Chí Minh
90,7747,BHX_HCM_GVA - 80 Nguyễn Văn Khối,1027,Thành phố Hồ Chí Minh
91,28020,BHX_CMA_TTH - Đường 3/2,1033,Tỉnh Cà Mau
92,15746,BHX_QNG_TNG -  Nghĩa Hòa,1021,Tỉnh Quảng Ngãi
93,9374,BHX_BDU_TDM - Hòa Phú,1027,Thành phố Hồ Chí Minh
94,6540,BHX_BTH_HTN - Thửa 184 (Chợ Thuận Nam),1025,Tỉnh Lâm Đồng
95,5118,BHX_AGI_CTH - Thửa 17 Vĩnh Bình,1031,Tỉnh An Giang
96,14588,BHX_LAN_TAN - Phường 3,1028,Tỉnh Tây Ninh
97,5827,BHX_KHH_NHO - 07 Lê Hồng Phong (Chợ Ninh Diêm),1023,Tỉnh Khánh Hòa
98,3828,BHX_HCM_Q08 - 117 Âu Dương Lân,1027,Thành phố Hồ Chí Minh
99,1489,BHX_HCM_BTA - 2 Đường 16,1027,Thành phố Hồ Chí Minh
100,2792,BHX_HCM_GVA - 95 Đường Số 13,1027,Thành phố Hồ Chí Minh
101,5811,BHX_BTH_DLI - Thửa 198 Đức Tài (Cây Xăng Võ Đắc),1025,Tỉnh Lâm Đồng
102,14832,BHX_KHH_NTR - Vĩnh Trường,1023,Tỉnh Khánh Hòa
103,2470,BHX_HCM_Q12 - 82/1 Tân Thới Nhất 8,1027,Thành phố Hồ Chí Minh
104,29755,BHX_THO_HTH - 1128 Quang Trung 3,1015,Tỉnh Thanh Hóa
105,5178,BHX_BTR_BDA - Thửa 48 Lộc Hòa,1030,Tỉnh Vĩnh Long
106,4774,BHX_BTR_BDA - Thửa 98 ĐT883 Bình Đại,1030,Tỉnh Vĩnh Long
107,4898,BHX_HCM_Q08 - 118 Bùi Minh Trực,1027,Thành phố Hồ Chí Minh
108,6812,BHX_TGI_GCO - 8 Võ Duy Linh,1029,Tỉnh Đồng Tháp
109,28017,BHX_QNG_DTO -  Hùng Vương,1021,Tỉnh Quảng Ngãi
110,14149,BHX_DNA_HCH - 600 Núi Thành,1020,Thành phố Đà Nẵng
111,28721,BHX_NBI_NMI - Nam Minh ( Chợ Viềng),1014,Tỉnh Ninh Bình
112,15723,BHX_HCM_DHT - 386 - 388 Nguyễn Văn Quá,1027,Thành phố Hồ Chí Minh
113,14163,BHX_QNA_DBA - Kho DC Điện Bàn (Đổi -Trả NCC),1020,Thành phố Đà Nẵng
114,8776,BHX_HCM_Q08 - 336 Tạ Quang Bửu,1027,Thành phố Hồ Chí Minh
115,14788,BHX_DNA_LCH - 106 Âu Cơ,1020,Thành phố Đà Nẵng
116,13718,BHX_BDU_BBA - Lai Uyên,1027,Thành phố Hồ Chí Minh
117,7669,BHX_LDO_DTR - Tân Hội,1025,Tỉnh Lâm Đồng
118,28091,BHX_VLO_LDU - Long Đức,1030,Tỉnh Vĩnh Long
119,28845,BHX_DLA_VBO - Vụ Bổn,1024,Tỉnh Đắk Lắk
120,30151,BHX_HCM_GDI - 72-74 Vạn Kiếp,1027,Thành phố Hồ Chí Minh
121,4997,BHX_HCM_TDU - 448 Nguyễn Văn Tăng,1027,Thành phố Hồ Chí Minh
122,4409,"BHX_BPH_BLO - Thửa 37, 36, 48 Hùng Vương",1026,Tỉnh Đồng Nai
123,8890,BHX_DON_BHO - Thửa 70 Long Bình,1026,Tỉnh Đồng Nai
124,6274,BHX_KHH_VNI - Quảng Hội 1 (Chợ Vạn Thắng),1023,Tỉnh Khánh Hòa
125,28894,BHX_NBI_RDO - Đông Bình,1014,Tỉnh Ninh Bình
126,3440,BHX_HCM_Q11 - 218 Thái Phiên,1027,Thành phố Hồ Chí Minh
127,13397,BHX_HCM_BTA - 331 Lê Văn Quới (HUB),1027,Thành phố Hồ Chí Minh
128,9191,BHX_HCM_HMO - 23/2A Đồng Tâm,1027,Thành phố Hồ Chí Minh
129,14419,BHX_HCM_BTA - The Privia Khang Điền,1027,Thành phố Hồ Chí Minh
130,4361,BHX_HCM_TDU - Số 3 Đường Số 6,1027,Thành phố Hồ Chí Minh
131,28618,BHX_DON_XLO - Gia Ray,1026,Tỉnh Đồng Nai
132,5096,BHX_BTR_CLA - Thửa 27 Phú Phụng,1030,Tỉnh Vĩnh Long
133,4325,BHX_VLO_LHO - 347/27 Phước Yên,1030,Tỉnh Vĩnh Long
134,2900,BHX_HCM_BCH - 222B/7DGV Ấp 2 (An Phú Tây),1027,Thành phố Hồ Chí Minh
135,5762,BHX_BTH_LGI - Thửa 218 Phước Hội (Chợ Đại Đồng),1025,Tỉnh Lâm Đồng
136,29915,BHX_HCM_BTA - 9 Liên Khu 5-6,1027,Thành phố Hồ Chí Minh
137,28832,BHX_HCM_TSO - 77B Nguyễn Sỹ Sách,1027,Thành phố Hồ Chí Minh
138,15624,BHX_BDU_DAN - Huỳnh Thị Tươi,1027,Thành phố Hồ Chí Minh
139,6187,BHX_HCM_Q12 - 3A Thạnh Lộc 29,1027,Thành phố Hồ Chí Minh
140,8347,BHX_BDU_DAN - Thửa số 20A Bình Đường 4,1027,Thành phố Hồ Chí Minh
141,4992,BHX_HCM_NBE - 2016 Lê Văn Lương,1027,Thành phố Hồ Chí Minh
142,5231,BHX_KGI_HDA - 12 QL80 Hưng Giang,1031,Tỉnh An Giang
143,13601,BHX_DLA_BMT - Kho Lạnh Trần Đại Nghĩa (HUB),1024,Tỉnh Đắk Lắk
144,14972,BHX_HUE_PXU - 142 Kim Long,1019,Thành phố Huế
145,4406,BHX_HCM_Q08 - 797 Hưng Phú,1027,Thành phố Hồ Chí Minh
146,3235,BHX_HCM_CCH - 85 Liêu Bình Hương,1027,Thành phố Hồ Chí Minh
147,14178,BHX_DNA_LCH - 153 Âu Cơ,1020,Thành phố Đà Nẵng
148,15546,BHX_DNA_TKH - Nguyễn Hoàng,1020,Thành phố Đà Nẵng
149,10168,BHX_HCM_CGI - Bình Khánh,1027,Thành phố Hồ Chí Minh
150,14983,BHX_KGI_AMI - Đông Hưng A,1031,Tỉnh An Giang
151,4602,BHX_BTR_BTR - Thửa 16 Nguyễn Thị Định,1030,Tỉnh Vĩnh Long
152,3250,BHX_HCM_TDU - 51 Đường Số 2,1027,Thành phố Hồ Chí Minh
153,4891,BHX_LAN_TTR - Thửa 154 Lạc Tấn,1028,Tỉnh Tây Ninh
154,14669,BHX_BLI_PLO - Vĩnh Thanh (Chợ Trưởng Toà),1033,Tỉnh Cà Mau
155,15535,BHX_CMA_TBI - đường 3/2,1033,Tỉnh Cà Mau
156,5776,BHX_HCM_TDU - 30 Đường Số 3,1027,Thành phố Hồ Chí Minh
157,14305,BHX_DNA_NHS - 17 Bà Huyện Thanh Quan,1020,Thành phố Đà Nẵng
158,8039,BHX_LDO_DLI - 23 Lý Thường Kiệt,1025,Tỉnh Lâm Đồng
159,10434,BHX_LAN_BLU - Huỳnh Châu Sổ,1028,Tỉnh Tây Ninh
160,6418,BHX_DLA_EKA - Tổ Dân Phố 2B (Ea Kar),1024,Tỉnh Đắk Lắk
161,2715,BHX_HCM_Q12 - Thửa 547 Tân Chánh Hiệp,1027,Thành phố Hồ Chí Minh
162,28281,BHX_NBI_HHU - Hải Hưng,1014,Tỉnh Ninh Bình
163,4814,BHX_DON_TBO - Đường 767 Bắc Sơn (Chợ Sông Mây),1026,Tỉnh Đồng Nai
164,4365,BHX_TNI_TBA - Thửa 89-101 Gia Huỳnh,1028,Tỉnh Tây Ninh
165,14779,BHX_KGI_HDA - Sơn Kiên,1031,Tỉnh An Giang
166,9508,BHX_HCM_CGI - Long Hòa,1027,Thành phố Hồ Chí Minh
167,9521,BHX_BDU_DTI - Minh Thạnh,1027,Thành phố Hồ Chí Minh
168,7883,BHX_HCM_Q01 - 158 Đề Thám,1027,Thành phố Hồ Chí Minh
169,28625,BHX_HYE_THA - Chợ Tiểu Hoàng,1013,Tỉnh Hưng Yên
170,15021,BHX_GLA_PTH - 466-468 Hùng Vương,1022,Tỉnh Gia Lai
171,6851,BHX_HCM_BCH - 1/23 Tân Quý Tây,1027,Thành phố Hồ Chí Minh
172,30034,BHX_HPH_VBA - Vĩnh Bảo,1012,Thành phố Hải Phòng
173,5006,BHX_TVI_CNG - Thửa 80 Vĩnh Kim,1030,Tỉnh Vĩnh Long
174,7283,BHX_DNG_DRL - QL14 Quảng Tín,1025,Tỉnh Lâm Đồng
175,5310,BHX_CTH_PDI - Khu TTTM Phong Điền,1032,Thành phố Cần Thơ
176,14300,BHX_BDU_BCA - Rạch Bắp,1027,Thành phố Hồ Chí Minh
177,15696,BHX_NAN_QPH - Quỳnh Phú,1016,Tỉnh Nghệ An
178,28032,BHX_HCM_PHD - 1426 Tỉnh Lộ 8,1027,Thành phố Hồ Chí Minh
179,28543,BHX_HYE_LDA - Kho SC Trái Cây (AJHY),1013,Tỉnh Hưng Yên
180,7326,BHX_HCM_Q07 - 336 Huỳnh Tấn Phát,1027,Thành phố Hồ Chí Minh
181,15795,BHX_HCM_TNP - 68 Tăng Nhơn Phú,1027,Thành phố Hồ Chí Minh
182,29830,BHX_DNA_HKH - 211 Phạm Như Xương,1020,Thành phố Đà Nẵng
183,28459,BHX_HTI_HLO - Hồng Lộc,1017,Tỉnh Hà Tĩnh
184,6488,BHX_KHH_NHO - Lạc An (Ninh Thọ),1023,Tỉnh Khánh Hòa
185,2103,BHX_HCM_BTA - 14 Đường số 2,1027,Thành phố Hồ Chí Minh
186,28236,BHX_NBI_NHU - Nghĩa Hưng,1014,Tỉnh Ninh Bình
187,6296,BHX_BRV_CDU - Tổ 47 Xuân Hòa (Sơn Bình),1027,Thành phố Hồ Chí Minh
188,29884,BHX_HCM_BTH - 219E-219F Nơ Trang Long,1027,Thành phố Hồ Chí Minh
189,28728,BHX_DTH_MNG - Mỹ Ngãi,1029,Tỉnh Đồng Tháp
190,28629,BHX_LDO_THO - N' Thôn Hạ,1025,Tỉnh Lâm Đồng
191,10103,BHX_BTR_CTH - Quới Sơn,1030,Tỉnh Vĩnh Long
192,28270,BHX_TNI_MHA - Mỹ Hạnh,1028,Tỉnh Tây Ninh
193,28628,BHX_GLA_DCO - Đức Cơ,1022,Tỉnh Gia Lai
194,4223,BHX_DON_TBO - 15 Bình Minh,1026,Tỉnh Đồng Nai
195,8538,BHX_DON_TPH - Thửa 42 Phú Lập,1026,Tỉnh Đồng Nai
196,5043,BHX_BRV_XMO - 1/1 Nhân Tiến,1027,Thành phố Hồ Chí Minh
197,28577,BHX_HCM_HBI - 8A  Quốc Lộ 13 cũ,1027,Thành phố Hồ Chí Minh
198,28687,BHX_NAN_NLO - Xã Đoài,1016,Tỉnh Nghệ An
199,30119,BHX_HCM_PNH - 310A Huỳnh Văn Bánh,1027,Thành phố Hồ Chí Minh
200,3856,BHX_DON_BHO - 4 Nguyễn Văn Tiên,1026,Tỉnh Đồng Nai
201,10461,BHX_HCM_NBE - Kho XLCL Nhà Bè,1027,Thành phố Hồ Chí Minh
202,7155,BHX_DON_LTH - 26 TL769 (Lộc An),1026,Tỉnh Đồng Nai
203,28189,BHX_NBI_BMI - Kim Mỹ,1014,Tỉnh Ninh Bình
204,5293,BHX_BTH_LGI - Thửa 348 Phước Hội (Chợ Sáng La Gi),1025,Tỉnh Lâm Đồng
205,15042,BHX_HUE_PDI - Điền Lộc,1019,Thành phố Huế
206,3741,BHX_BDU_TAN - Thửa 134 Bình Đáng,1027,Thành phố Hồ Chí Minh
207,14592,BHX_STR_KSA - Nhơn Mỹ,1032,Thành phố Cần Thơ
208,4762,BHX_TGI_MTH - Thửa 1449 Ấp Chợ,1029,Tỉnh Đồng Tháp
209,14472,BHX_QNA_BTM - Trà My,1020,Thành phố Đà Nẵng
210,15014,BHX_QNA_DLO - Đại Hoà,1020,Thành phố Đà Nẵng
211,4754,BHX_DON_NTR - Tổ 10 Ấp 1 (Chợ Long Thọ),1026,Tỉnh Đồng Nai
212,6895,BHX_CMA_CMA - Nguyễn Công Trứ,1033,Tỉnh Cà Mau
213,28283,BHX_AGI_BMY - Bình Thủy,1031,Tỉnh An Giang
214,28859,BHX_QNG_TQT - Trương Quang Trọng,1021,Tỉnh Quảng Ngãi
215,1933,BHX_HCM_TPH - 871 Âu Cơ,1027,Thành phố Hồ Chí Minh
216,13719,BHX_BTH_HTN - Kho Lạnh Trần Đại Nghĩa (HUB) 86,1025,Tỉnh Lâm Đồng
217,28712,BHX_HCM_THU - 32 - 34 Lâm Văn Bền,1027,Thành phố Hồ Chí Minh
218,8152,BHX_HCM_TPH - 108 Tân Hương,1027,Thành phố Hồ Chí Minh
219,14591,BHX_CTH_VTH - Thạnh Quới,1032,Thành phố Cần Thơ
220,14967,BHX_THO_YDI - Quý Lộc,1015,Tỉnh Thanh Hóa
221,30150,BHX_HCM_TAN - 2/3 Lê Quang Hòa,1027,Thành phố Hồ Chí Minh
222,15062,BHX_GLA_IHR - Kho Thịt Cá ITL Đà Nẵng (HUB),1022,Tỉnh Gia Lai
223,1970,BHX_HCM_BTA - 223 Liên Khu 4-5,1027,Thành phố Hồ Chí Minh
224,4708,BHX_LAN_TAN - Thửa 1384 Phường 6,1028,Tỉnh Tây Ninh
225,3386,BHX_HCM_TDU - 205 Lã Xuân Oai,1027,Thành phố Hồ Chí Minh
226,14786,BHX_HCM_Q12 - 82 Thạnh Lộc 19,1027,Thành phố Hồ Chí Minh
227,13613,BHX_HCM_TBI - 87 Đồng Đen,1027,Thành phố Hồ Chí Minh
228,13733,BHX_HCM_TDU - 83 đường số 3,1027,Thành phố Hồ Chí Minh
229,7302,BHX_BDU_BBA - Lai Hưng,1027,Thành phố Hồ Chí Minh
230,3095,BHX_HCM_TDU - 36 Tây Hòa (Phước Long A),1027,Thành phố Hồ Chí Minh
231,28303,BHX_HYE_VQU - Vũ Quý (Chợ Niềm),1013,Tỉnh Hưng Yên
232,4383,BHX_CTH_NKI - 151/6 Trần Hoàng Na,1032,Thành phố Cần Thơ
233,4611,BHX_BDU_DAN - Thửa 787 Khu Phố Đông B,1027,Thành phố Hồ Chí Minh
234,7333,BHX_LDO_DTR - Thửa 245 Liên Nghĩa,1025,Tỉnh Lâm Đồng
235,6140,BHX_HGI_CTH - Thửa 499 Ngã Sáu,1032,Thành phố Cần Thơ
236,4374,BHX_LAN_BLU - Thửa 7476 KDC Thuận Đạo,1028,Tỉnh Tây Ninh
237,14420,BHX_DON_TNH - Gia Tân 1,1026,Tỉnh Đồng Nai
238,8711,BHX_LDO_DLA - Phù Đổng Thiên Vương,1025,Tỉnh Lâm Đồng
239,6313,BHX_KHH_CRA - Ngô Mây (Chợ Cư Xá),1023,Tỉnh Khánh Hòa
240,14288,BHX_BDI_QNH - Hải Cảng,1022,Tỉnh Gia Lai
241,15048,BHX_CTH_NKI - Hoàng Quốc Việt,1032,Thành phố Cần Thơ
242,29946,BHX_HCM_AHT - 81/17A Đường số 59,1027,Thành phố Hồ Chí Minh
243,14688,BHX_QBI_DHO - 134 Lê Lợi,1018,Tỉnh Quảng Trị
244,4820,BHX_TGI_CBE - Thửa 147 Hòa Khánh,1029,Tỉnh Đồng Tháp
245,4847,BHX_DTH_CLA - Thửa 3397 Phường 11 Cao Lãnh,1029,Tỉnh Đồng Tháp
246,14489,BHX_NAN_VIN - 113 Nguyễn Thái Học,1016,Tỉnh Nghệ An
247,14368,BHX_BDI_QNH - Kho Quy Nhơn (HUB),1022,Tỉnh Gia Lai
248,10048,BHX_BPH_BDA - Đường 10,1026,Tỉnh Đồng Nai
249,10445,BHX_LAN_DHO - Lộc Giang (Lộc Thạnh),1028,Tỉnh Tây Ninh
250,4331,BHX_BPH_PRI - Thửa 156 Phú Riềng,1026,Tỉnh Đồng Nai
251,27976,BHX_NAN_TLO - Nghi Long,1016,Tỉnh Nghệ An
252,14530,BHX_QTR_VLI - Cửa Tùng,1018,Tỉnh Quảng Trị
253,3092,BHX_HCM_GVA - 384 Dương Quảng Hàm,1027,Thành phố Hồ Chí Minh
254,6392,BHX_DTH_TNO - Phú Thành A,1029,Tỉnh Đồng Tháp
255,6288,BHX_TNI_TBA - An Bình (An Tịnh),1028,Tỉnh Tây Ninh
256,4555,BHX_DON_TBO - 67 Đường 2/9 (Chợ Bờ Hồ),1026,Tỉnh Đồng Nai
257,28754,BHX_AGI_CPH - Lê Chánh,1031,Tỉnh An Giang
258,5236,BHX_DTH_LVO - Thửa 1355 Bình Thành 1 (Chợ Lấp Vò),1029,Tỉnh Đồng Tháp
259,28745,BHX_THO_HHO - Phố Trung Sơn,1015,Tỉnh Thanh Hóa
260,28860,BHX_LDO_DLA - 43B Hùng Vương,1025,Tỉnh Lâm Đồng
261,6516,BHX_DON_TBO - 209 Tổ 10 Sông Trầu,1026,Tỉnh Đồng Nai
262,12206,BHX_KGI_CTH - Kho Kiên Giang (HUB),1031,Tỉnh An Giang
263,28090,BHX_GLA_QNN - 401B Nguyễn Thái Học,1022,Tỉnh Gia Lai
264,5451,BHX_HCM_CCH - 1391 Tỉnh Lộ 7 (Chợ An Nhơn Tây),1027,Thành phố Hồ Chí Minh
265,3893,BHX_BDU_DAN - Thửa 105 Tân Phú 1,1027,Thành phố Hồ Chí Minh
266,9451,BHX_AGI_PTA - Tân Hòa,1031,Tỉnh An Giang
267,29801,BHX_HCM_BTD - 477 Bình Trị  Đông,1027,Thành phố Hồ Chí Minh
268,1257,BHX_HCM_BTA - 261 Lê Đình Cẩn,1027,Thành phố Hồ Chí Minh
269,4333,BHX_DON_BHO - 1A Trảng Dài (Bùi Trọng Nghĩa),1026,Tỉnh Đồng Nai
270,13618,BHX_HCM_CCH - 1649 Tỉnh Lộ 8,1027,Thành phố Hồ Chí Minh
271,14701,BHX_TGI_GCO - Thủ Khoa Huân,1029,Tỉnh Đồng Tháp
272,4750,BHX_TNI_HTH - Thửa 192 Long Thới,1028,Tỉnh Tây Ninh
273,28929,BHX_HCM_LTH - Lái Thiêu OFF,1027,Thành phố Hồ Chí Minh
274,28123,BHX_VLO_BTR - Tân Thông 2,1030,Tỉnh Vĩnh Long
275,5238,BHX_LAN_DHO - Thửa 283 Đức Hòa,1028,Tỉnh Tây Ninh
276,5945,BHX_TGI_CBE - An Bình (An Cư),1029,Tỉnh Đồng Tháp
277,17864,BHX_HCM_TDU - 454 Võ Chí Công,1027,Thành phố Hồ Chí Minh
278,4806,BHX_CTH_BTH - 152 Trần Quang Diệu,1032,Thành phố Cần Thơ
279,15602,BHX_BTR_CTH - Tân Thạch,1030,Tỉnh Vĩnh Long
280,10301,BHX_BRV_VTA - Số 01 Nguyễn Bỉnh Khiêm,1027,Thành phố Hồ Chí Minh
281,28212,BHX_NBI_NQU - Bắc Sơn,1014,Tỉnh Ninh Bình
282,5256,BHX_NTH_PRA - 702 Đường 21/08 (Ngã Tư Ga),1023,Tỉnh Khánh Hòa
283,14477,BHX_HCM_BTH - 553A Xô Viết Nghệ Tĩnh,1027,Thành phố Hồ Chí Minh
284,28152,BHX_HTI_DTH - Cầu Kênh,1017,Tỉnh Hà Tĩnh
285,9874,BHX_LAN_BLU - Phước Lợi,1028,Tỉnh Tây Ninh
286,5431,BHX_DTH_LVO - Thửa 165 Bình Thành,1029,Tỉnh Đồng Tháp
